Drug_Index,Protein_Index,Kd (nM)
D26195,P1805,16800.0
D23698,P797,16800.0
D24220,P1640,16800.0
D26196,P2029,16800.0
D26197,P3,16860.0
D26198,P1881,16900.0
D16673,P470,16900.0
D25988,P1805,16900.0
D26199,P2030,16900.0
D19524,P1048,16900.0
D26200,P505,16900.0
D26201,P2018,16900.0
D18783,P2013,16980.0
D7509,P1517,16982.0
D6940,P336,16982.0
D9764,P193,16982.0
D5915,P193,16982.0
D23430,P10,16982.0
D24796,P1563,16982.0
D21843,P310,16982.44
D9233,P1517,16987.0
D26202,P1739,17000.0
D7302,P1744,17000.0
D26203,P1962,17000.0
D25228,P965,17000.0
D25228,P1643,17000.0
D26204,P1891,17000.0
D20430,P1831,17000.0
D26205,P35,17000.0
D26206,P41,17000.0
D26207,P164,17000.0
D26208,P164,17000.0
D26209,P1683,17000.0
D11133,P1422,17000.0
D16502,P71,17000.0
D26210,P417,17000.0
D26211,P266,17000.0
D26212,P149,17000.0
D26213,P1424,17000.0
D26214,P1014,17000.0
D26003,P3,17000.0
D26215,P1251,17000.0
D23593,P302,17000.0
D24796,P1563,17000.0
D26216,P197,17000.0
D26217,P1997,17000.0
D26088,P52,17000.0
D20441,P666,17000.0
D20222,P814,17000.0
D26218,P679,17000.0
D26219,P3,17000.0
D23020,P71,17000.0
D26220,P266,17000.0
D26221,P430,17000.0
D26222,P2031,17000.0
D24812,P465,17000.0
D25681,P975,17000.0
D26223,P1649,17000.0
D26224,P1649,17000.0
D7143,P830,17000.0
D26225,P1796,17000.0
D9342,P830,17000.0
D18742,P394,17000.0
D25682,P417,17000.0
D26226,P1384,17000.0
D26227,P354,17000.0
D26228,P361,17000.0
D26229,P1718,17000.0
D26230,P582,17000.0
D710,P46,17000.0
D458,P44,17000.0
D697,P105,17000.0
D181,P38,17000.0
D376,P48,17000.0
D116,P967,17000.0
D923,P34,17000.0
D554,P967,17000.0
D24000,P1798,17000.0
D621,P312,17000.0
D26231,P1516,17000.0
D26231,P1516,17000.0
D22041,P1704,17000.0
D24346,P1901,17000.0
D26232,P1911,17000.0
D5624,P291,17000.0
D21007,P676,17000.0
D26233,P917,17000.0
D26234,P917,17000.0
D26235,P2032,17000.0
D2638,P484,17000.0
D26236,P1092,17000.0
D24052,P761,17100.0
D26237,P1805,17100.0
D26238,P405,17100.0
D26239,P1301,17100.0
D7323,P193,17128.0
D26240,P1467,17150.0
D26241,P430,17200.0
D24830,P1136,17200.0
D25044,P1703,17200.0
D23557,P1075,17200.0
D9963,P1020,17200.0
D26242,P1854,17200.0
D26243,P92,17230.0
D26244,P59,17270.0
D26245,P1038,17300.0
D17001,P226,17300.0
D26246,P1274,17300.0
D26247,P1669,17300.0
D26247,P2033,17300.0
D25909,P3,17300.0
D25715,P1715,17300.0
D26000,P292,17350.0
D7847,P19,17374.0
D3551,P336,17378.0
D19831,P113,17378.0
D19831,P113,17378.0
D26248,P26,17378.0
D26249,P1246,17400.0
D22269,P197,17400.0
D26250,P44,17400.0
D25162,P2034,17400.0
D9567,P1429,17400.0
D25005,P3,17460.0
D15946,P1124,17500.0
D23283,P138,17500.0
D26251,P138,17500.0
D26251,P1124,17500.0
D20250,P1124,17500.0
D20252,P1124,17500.0
D26252,P138,17500.0
D26252,P1124,17500.0
D26253,P138,17500.0
D26253,P1124,17500.0
D26254,P1246,17500.0
D26255,P1683,17500.0
D25625,P691,17500.0
D26256,P389,17600.0
D19324,P130,17600.0
D21174,P1582,17600.0
D26017,P1649,17600.0
D26257,P405,17600.0
D26258,P1669,17610.0
D23887,P292,17640.0
D23165,P209,17700.0
D26259,P1683,17700.0
D26260,P123,17700.0
D26261,P576,17700.0
D26262,P2018,17700.0
D26263,P3,17770.0
D26264,P1531,17782.79
D26265,P26,17783.0
D2520,P193,17783.0
D22530,P502,17783.0
D11795,P502,17783.0
D23089,P502,17783.0
D26266,P452,17800.0
D26267,P1629,17800.0
D26017,P1649,17800.0
D26268,P39,17800.0
D26269,P52,17900.0
D26270,P1526,17900.0
D26271,P587,17900.0
D26272,P1715,17900.0
D26273,P1055,17970.0
D26202,P1801,18000.0
D26274,P1912,18000.0
D22942,P1812,18000.0
D26275,P1723,18000.0
D26256,P389,18000.0
D26276,P726,18000.0
D26277,P123,18000.0
D26277,P123,18000.0
D21867,P209,18000.0
D26278,P1783,18000.0
D7048,P205,18000.0
D26279,P205,18000.0
D26280,P71,18000.0
D23314,P2035,18000.0
D26281,P2036,18000.0
D26282,P3,18000.0
D26283,P1838,18000.0
D26284,P1258,18000.0
D20436,P295,18000.0
D26285,P1251,18000.0
D26286,P1251,18000.0
D26287,P1606,18000.0
D26288,P1193,18000.0
D22018,P421,18000.0
D15835,P1166,18000.0
D26289,P1516,18000.0
D23069,P1251,18000.0
D22023,P694,18000.0
D18087,P694,18000.0
D18767,P694,18000.0
D26290,P1805,18000.0
D26291,P150,18000.0
D26292,P2011,18000.0
D26293,P135,18000.0
D26294,P134,18000.0
D7962,P807,18000.0
D26295,P696,18000.0
D26296,P417,18000.0
D26297,P27,18000.0
D3210,P105,18000.0
D26298,P1746,18000.0
D26299,P361,18000.0
D26300,P361,18000.0
D2702,P336,18000.0
D13216,P215,18000.0
D26301,P1852,18000.0
D16672,P471,18000.0
D24721,P666,18000.0
D26302,P1637,18000.0
D26303,P1637,18000.0
D527,P32,18000.0
D511,P46,18000.0
D526,P38,18000.0
D527,P16,18000.0
D3482,P105,18000.0
D2633,P105,18000.0
D2702,P336,18000.0
D26304,P1433,18000.0
D21509,P1582,18000.0
D26305,P2037,18000.0
D26306,P1967,18000.0
D26307,P1967,18000.0
D26308,P1403,18000.0
D26309,P1403,18000.0
D24337,P135,18000.0
D23205,P1655,18000.0
D24848,P177,18000.0
D397,P355,18000.0
D26310,P1485,18000.0
D26311,P89,18000.0
D26312,P465,18000.0
D24249,P1345,18000.0
D26310,P1092,18000.0
D26313,P2038,18050.0
D23067,P1467,18100.0
D23832,P1467,18100.0
D26314,P806,18100.0
D26315,P806,18100.0
D26316,P123,18100.0
D26317,P1301,18100.0
D24652,P302,18100.0
D26318,P1715,18100.0
D26319,P1601,18197.0
D26088,P512,18200.0
D26320,P346,18200.0
D24024,P135,18200.0
D2633,P105,18200.0
D26321,P1832,18200.0
D26322,P1662,18200.0
D26323,P1629,18300.0
D26324,P616,18300.0
D26325,P1683,18300.0
D26326,P1770,18300.0
D26327,P1726,18300.0
D26328,P1251,18300.0
D26329,P2039,18300.0
D26330,P417,18300.0
D26331,P1055,18310.0
D26332,P1669,18350.0
D26333,P41,18378.0
D26334,P2040,18400.0
D26335,P465,18400.0
D26336,P1683,18400.0
D26337,P1805,18400.0
D26195,P1805,18400.0
D26250,P44,18400.0
D26338,P691,18400.0
D26339,P374,18400.0
D26129,P589,18400.0
D25144,P591,18400.0
D26340,P1462,18400.0
D26341,P1136,18490.0
D26342,P1485,18500.0
D26343,P244,18500.0
D26344,P1805,18500.0
D26345,P2041,18500.0
D26346,P1691,18500.0
D26347,P92,18510.0
D26348,P1948,18600.0
D5863,P725,18600.0
D12316,P502,18621.0
D26349,P186,18621.0
D26350,P1669,18640.0
D11727,P193,18665.0
D26351,P427,18700.0
D26352,P1629,18700.0
D26353,P1644,18700.0
D26354,P580,18700.0
D26355,P418,18700.0
D26356,P41,18758.0
D26357,P2,18779.0
D26357,P2,18779.0
D22379,P1697,18780.0
D26358,P616,18800.0
D26359,P91,18800.0
D19110,P162,18870.0
D25566,P1805,18900.0
D26360,P917,18900.0
D26361,P1637,18900.0
D26362,P1640,18900.0
D26363,P20,18900.0
D26364,P177,18900.0
D2519,P193,18905.0
D26365,P616,18920.0
D25228,P1204,19000.0
D25228,P1754,19000.0
D2505,P1534,19000.0
D19481,P35,19000.0
D26366,P164,19000.0
D26367,P77,19000.0
D26368,P417,19000.0
D20010,P346,19000.0
D26369,P1136,19000.0
D26369,P1136,19000.0
D26370,P1251,19000.0
D25775,P421,19000.0
D15835,P1166,19000.0
D22877,P1516,19000.0
D26371,P1997,19000.0
D26372,P135,19000.0
D17898,P1778,19000.0
D19330,P814,19000.0
D26373,P1771,19000.0
D24854,P44,19000.0
D26374,P346,19000.0
D26375,P1824,19000.0
D26376,P2011,19000.0
D26377,P629,19000.0
D14220,P909,19000.0
D26366,P164,19000.0
D26378,P361,19000.0
D26379,P1679,19000.0
D26380,P1852,19000.0
D19340,P1877,19000.0
D3212,P38,19000.0
D6655,P830,19000.0
D26158,P308,19000.0
D19167,P2042,19000.0
D19167,P2043,19000.0
D26381,P646,19000.0
D2638,P137,19000.0
D26382,P116,19050.0
D26383,P1669,19060.0
D7882,P1674,19100.0
D26384,P1613,19100.0
D26385,P1840,19100.0
D22046,P1771,19100.0
D26386,P806,19100.0
D26386,P806,19100.0
D26387,P813,19100.0
D26109,P1805,19200.0
D26388,P1649,19200.0
D26389,P573,19200.0
D26390,P616,19300.0
D22268,P135,19300.0
D26391,P2044,19300.0
D26392,P813,19300.0
D24848,P248,19300.0
D24192,P1640,19400.0
D10207,P193,19498.0
D2545,P502,19498.0
D19725,P2045,19500.0
D26393,P383,19500.0
D17771,P696,19500.0
D21913,P3,19500.0
D26394,P268,19500.0
D26395,P1715,19500.0
D26396,P1940,19510.0
D22379,P2046,19540.0
D26397,P1710,19600.0
D25576,P1613,19600.0
D26398,P616,19600.0
D26399,P302,19600.0
D26400,P302,19600.0
D25576,P267,19600.0
D26401,P1771,19600.0
D26362,P1075,19600.0
D25170,P1075,19600.0
D26402,P41,19600.0
D8173,P336,19628.0
D6449,P336,19628.0
D23880,P646,19630.0
D9804,P592,19685.0
D21904,P1667,19700.0
D26403,P91,19700.0
D26404,P3,19710.0
D26405,P652,19800.0
D26290,P1805,19800.0
D26406,P374,19800.0
D26407,P1845,19900.0
D26408,P346,19900.0
D26409,P1757,19900.0
D26410,P1005,19952.62
D13022,P526,19952.62
D6753,P336,19953.0
D26411,P10,19953.0
D26412,P10,19953.0
D12299,P906,19953.0
D15021,P470,19953.0
D15021,P197,19953.0
D15021,P592,19953.0
D21795,P148,19953.0
D3184,P199,19953.0
D16216,P502,19953.0
D22384,P502,19953.0
D24897,P468,19953.0
D12082,P240,19953.0
D26413,P579,19953.0
D7894,P594,19953.0
D7894,P421,19953.0
D7894,P155,19953.0
D7894,P197,19953.0
D26414,P1139,19953.0
D26415,P904,20000.0
D253,P267,20000.0
D26416,P135,20000.0
D26417,P1619,20000.0
D26418,P1399,20000.0
D9761,P675,20000.0
D22196,P1896,20000.0
D22942,P1896,20000.0
D13097,P2047,20000.0
D17356,P197,20000.0
D26419,P1762,20000.0
D26420,P1928,20000.0
D26421,P1928,20000.0
D23001,P32,20000.0
D26422,P138,20000.0
D9761,P675,20000.0
D26423,P35,20000.0
D9761,P675,20000.0
D26424,P225,20000.0
D9761,P675,20000.0
D26424,P225,20000.0
D26425,P174,20000.0
D26426,P123,20000.0
D26426,P123,20000.0
D26427,P432,20000.0
D26428,P556,20000.0
D26429,P556,20000.0
D26430,P556,20000.0
D26431,P556,20000.0
D26432,P556,20000.0
D26433,P556,20000.0
D26434,P556,20000.0
D26435,P556,20000.0
D26436,P556,20000.0
D26437,P556,20000.0
D26438,P556,20000.0
D26439,P556,20000.0
D26440,P556,20000.0
D26441,P556,20000.0
D26442,P556,20000.0
D26443,P556,20000.0
D26444,P556,20000.0
D26445,P556,20000.0
D26446,P556,20000.0
D26447,P556,20000.0
D26448,P556,20000.0
D26449,P556,20000.0
D26450,P556,20000.0
D26451,P556,20000.0
D26452,P556,20000.0
D26453,P556,20000.0
D26454,P556,20000.0
D26455,P556,20000.0
D26456,P556,20000.0
D26457,P556,20000.0
D26458,P556,20000.0
D26459,P556,20000.0
D26460,P556,20000.0
D26461,P556,20000.0
D26462,P556,20000.0
D26463,P556,20000.0
D26464,P556,20000.0
D26465,P556,20000.0
D26466,P556,20000.0
D26467,P556,20000.0
D26468,P556,20000.0
D26469,P556,20000.0
D26470,P556,20000.0
D26471,P1677,20000.0
D26472,P1677,20000.0
D26473,P1677,20000.0
D26474,P1677,20000.0
D26475,P1677,20000.0
D26476,P1677,20000.0
D26477,P1677,20000.0
D26478,P1677,20000.0
D26479,P1677,20000.0
D26480,P1677,20000.0
D26481,P1677,20000.0
D26482,P1677,20000.0
D26483,P1677,20000.0
D26484,P1677,20000.0
D26485,P1677,20000.0
D26486,P1677,20000.0
D26487,P1677,20000.0
D26488,P1677,20000.0
D26489,P1677,20000.0
D26490,P1677,20000.0
D26491,P1677,20000.0
D26492,P1677,20000.0
D26493,P1677,20000.0
D26494,P1677,20000.0
D26495,P1677,20000.0
D26496,P1677,20000.0
D26497,P1677,20000.0
D26498,P1677,20000.0
D11934,P1343,20000.0
D24183,P205,20000.0
D26499,P2048,20000.0
D26500,P417,20000.0
D13958,P478,20000.0
D13958,P1353,20000.0
D13958,P64,20000.0
D11143,P64,20000.0
D26501,P1664,20000.0
D26502,P1664,20000.0
D26503,P1664,20000.0
D26504,P1664,20000.0
D26505,P1664,20000.0
D26506,P1664,20000.0
D26507,P1664,20000.0
D26508,P266,20000.0
D26509,P1136,20000.0
D26510,P211,20000.0
D26511,P975,20000.0
D26512,P1092,20000.0
D26513,P1010,20000.0
D26514,P25,20000.0
D26515,P291,20000.0
D21428,P291,20000.0
D20436,P72,20000.0
D26516,P232,20000.0
D26517,P1846,20000.0
D16491,P1799,20000.0
D26518,P150,20000.0
D26416,P374,20000.0
D26519,P1251,20000.0
D26520,P135,20000.0
D26521,P135,20000.0
D25606,P392,20000.0
D24242,P302,20000.0
D24242,P302,20000.0
D9206,P197,20000.0
D3142,P197,20000.0
D15835,P1166,20000.0
D26522,P135,20000.0
D26523,P2049,20000.0
D26524,P478,20000.0
D26525,P478,20000.0
D15227,P105,20000.0
D26526,P2050,20000.0
D13628,P266,20000.0
D22670,P1530,20000.0
D26527,P244,20000.0
D26528,P1068,20000.0
D26529,P1068,20000.0
D26530,P374,20000.0
D26531,P215,20000.0
D19330,P1778,20000.0
D26532,P237,20000.0
D26533,P2051,20000.0
D26534,P991,20000.0
D26535,P991,20000.0
D26536,P991,20000.0
D26537,P880,20000.0
D26537,P880,20000.0
D26511,P975,20000.0
D26538,P975,20000.0
D26539,P1931,20000.0
D26017,P1649,20000.0
D11508,P830,20000.0
D7953,P830,20000.0
D16938,P303,20000.0
D26540,P2048,20000.0
D20990,P429,20000.0
D26541,P221,20000.0
D26542,P2052,20000.0
D26543,P1212,20000.0
D26544,P89,20000.0
D26545,P89,20000.0
D26546,P89,20000.0
D26547,P89,20000.0
D26548,P89,20000.0
D26549,P89,20000.0
D26550,P89,20000.0
D26551,P89,20000.0
D26552,P89,20000.0
D18588,P1192,20000.0
D26553,P417,20000.0
D26554,P1384,20000.0
D23621,P3,20000.0
D26555,P572,20000.0
D26556,P1898,20000.0
D196,P105,20000.0
D954,P34,20000.0
D114,P46,20000.0
D97,P46,20000.0
D127,P105,20000.0
D26557,P35,20000.0
D3480,P105,20000.0
D15328,P44,20000.0
D26558,P1746,20000.0
D26559,P302,20000.0
D26560,P361,20000.0
D26561,P361,20000.0
D4850,P215,20000.0
D22908,P471,20000.0
D21762,P1501,20000.0
D543,P16,20000.0
D543,P105,20000.0
D511,P38,20000.0
D1050,P16,20000.0
D697,P34,20000.0
D55,P967,20000.0
D273,P967,20000.0
D89,P967,20000.0
D954,P34,20000.0
D51,P967,20000.0
D26562,P13,20000.0
D26563,P1917,20000.0
D15935,P1903,20000.0
D15935,P1903,20000.0
D26564,P197,20000.0
D26565,P43,20000.0
D26565,P43,20000.0
D26566,P1516,20000.0
D26566,P1516,20000.0
D26567,P2053,20000.0
D12435,P830,20000.0
D26568,P880,20000.0
D26569,P880,20000.0
D26416,P374,20000.0
D26570,P13,20000.0
D25095,P135,20000.0
D25097,P135,20000.0
D17332,P2054,20000.0
D26571,P275,20000.0
D26572,P917,20000.0
D26573,P921,20000.0
D4928,P506,20000.0
D26312,P465,20000.0
D26574,P13,20000.0
D22146,P260,20000.0
D7795,P193,20100.0
D26575,P274,20100.0
D21590,P2055,20100.0
D26576,P1746,20100.0
D26577,P1074,20100.0
D26578,P1640,20100.0
D26579,P292,20100.0
D21913,P3,20200.0
D26580,P374,20205.0
D9232,P193,20292.0
D8172,P193,20292.0
D24766,P1075,20300.0
D24795,P374,20400.0
D26216,P197,20400.0
D26581,P485,20400.0
D26362,P1703,20400.0
D26582,P1075,20400.0
D26583,P1613,20410.0
D26584,P26,20417.0
D26584,P26,20417.0
D16208,P382,20417.0
D19638,P502,20417.0
D6152,P19,20472.0
D26585,P317,20480.0
D6152,P19,20500.0
D26586,P1403,20500.0
D26587,P52,20500.0
D23931,P1640,20500.0
D26588,P1429,20500.0
D7224,P193,20582.0
D26589,P1403,20600.0
D26590,P616,20600.0
D26591,P1805,20600.0
D26002,P1805,20600.0
D26592,P1048,20600.0
D26593,P135,20600.0
D26594,P1406,20600.0
D26595,P1613,20700.0
D20509,P135,20700.0
D26596,P587,20700.0
D26391,P2044,20700.0
D26597,P247,20700.0
D17743,P268,20800.0
D26598,P1683,20800.0
D25932,P1805,20800.0
D26599,P2056,20800.0
D26600,P292,20800.0
D26601,P3,20820.0
D7224,P1517,20853.0
D6941,P336,20893.0
D9764,P1517,20893.0
D5915,P193,20893.0
D15704,P502,20893.0
D26602,P1396,20900.0
D26603,P696,20900.0
D26604,P512,20900.0
D26605,P1771,20900.0
D26606,P917,20900.0
D24817,P1715,20900.0
D26607,P590,20980.0
D26608,P904,21000.0
D24752,P1905,21000.0
D4484,P1744,21000.0
D26609,P1765,21000.0
D12464,P1414,21000.0
D26610,P1619,21000.0
D20667,P2057,21000.0
D13237,P137,21000.0
D21998,P80,21000.0
D11724,P1798,21000.0
D19990,P268,21000.0
D26427,P432,21000.0
D26611,P205,21000.0
D24183,P205,21000.0
D26611,P205,21000.0
D21725,P205,21000.0
D26612,P417,21000.0
D24184,P19,21000.0
D26613,P1587,21000.0
D26614,P579,21000.0
D26615,P361,21000.0
D26616,P1746,21000.0
D26617,P2058,21000.0
D26591,P1805,21000.0
D26618,P1876,21000.0
D26619,P401,21000.0
D12550,P830,21000.0
D26620,P1898,21000.0
D26620,P1898,21000.0
D26621,P1852,21000.0
D26622,P1852,21000.0
D26623,P374,21000.0
D2664,P32,21000.0
D527,P48,21000.0
D22571,P1703,21000.0
D24360,P1703,21000.0
D26624,P1327,21000.0
D26625,P1516,21000.0
D26625,P1516,21000.0
D22134,P797,21000.0
D26626,P2059,21000.0
D26627,P597,21000.0
D26628,P597,21000.0
D26629,P917,21000.0
D26630,P2060,21000.0
D26631,P1683,21100.0
D22328,P135,21100.0
D26582,P1703,21100.0
D26632,P374,21100.0
D26633,P323,21100.0
D26634,P1092,21100.0
D24353,P452,21200.0
D24255,P452,21200.0
D16605,P1246,21200.0
D25828,P1771,21200.0
D8530,P1847,21200.0
D26635,P41,21228.0
D26131,P1413,21300.0
D24381,P3,21300.0
D26334,P1991,21300.0
D6939,P193,21380.0
D3335,P193,21380.0
D11727,P1517,21380.0
D3335,P193,21380.0
D22383,P148,21380.0
D7532,P502,21380.0
D26636,P3,21400.0
D14085,P628,21400.0
D26637,P3,21480.0
D26637,P3,21480.0
D22505,P1009,21500.0
D22505,P100,21500.0
D26638,P1683,21500.0
D21021,P1455,21500.0
D20724,P891,21500.0
D26362,P1667,21500.0
D26639,P212,21570.0
D26640,P52,21600.0
D26641,P354,21600.0
D25888,P915,21600.0
D26642,P1074,21600.0
D25985,P1429,21600.0
D4905,P193,21691.0
D26643,P1683,21700.0
D25731,P1937,21700.0
D22322,P1455,21700.0
D26644,P2061,21700.0
D26645,P41,21782.0
D26646,P1993,21800.0
D26647,P1771,21800.0
D26648,P221,21800.0
D26017,P1649,21800.0
D26649,P806,21800.0
D26649,P806,21800.0
D26597,P295,21800.0
D26637,P3,21860.0
D26637,P3,21860.0
D5628,P175,21878.0
D26650,P26,21878.0
D26651,P512,21878.0
D26652,P430,21900.0
D26653,P383,21900.0
D26654,P2050,21900.0
D26655,P1915,22000.0
D26656,P904,22000.0
D26657,P1850,22000.0
D20968,P1831,22000.0
D25764,P1663,22000.0
D26658,P1928,22000.0
D26659,P123,22000.0
D26659,P123,22000.0
D22520,P268,22000.0
D26660,P452,22000.0
D26661,P417,22000.0
D26662,P417,22000.0
D26663,P1136,22000.0
D26282,P3,22000.0
D26664,P2062,22000.0
D26665,P1251,22000.0
D26666,P1251,22000.0
D26667,P1251,22000.0
D26668,P1383,22000.0
D26668,P1383,22000.0
D26669,P1997,22000.0
D20441,P694,22000.0
D24213,P367,22000.0
D26670,P346,22000.0
D26671,P764,22000.0
D22334,P1798,22000.0
D20657,P1798,22000.0
D26657,P1850,22000.0
D26672,P2023,22000.0
D26673,P417,22000.0
D26674,P27,22000.0
D16334,P2054,22000.0
D26675,P1898,22000.0
D20725,P1847,22000.0
D2702,P215,22000.0
D4850,P336,22000.0
D26676,P1852,22000.0
D26677,P1852,22000.0
D1118,P32,22000.0
D3212,P46,22000.0
D376,P32,22000.0
D402,P48,22000.0
D131,P967,22000.0
D53,P967,22000.0
D62,P967,22000.0
D11807,P2009,22000.0
D2702,P215,22000.0
D26678,P77,22000.0
D24766,P1667,22000.0
D26679,P597,22000.0
D26680,P579,22000.0
D26681,P43,22000.0
D26682,P1654,22000.0
D26683,P646,22000.0
D26684,P2025,22000.0
D22582,P1814,22000.0
D26685,P676,22000.0
D22254,P104,22000.0
D26686,P1947,22000.0
D23517,P2063,22000.0
D26687,P1366,22000.0
D26688,P248,22000.0
D6122,P2064,22000.0
D26689,P346,22000.0
D26683,P646,22000.0
D26690,P1396,22100.0
D26691,P1683,22100.0
D25591,P1805,22100.0
D24904,P1274,22100.0
D13019,P303,22100.0
D6682,P1517,22168.0
D26692,P1034,22200.0
D972,P967,22200.0
D26693,P1074,22200.0
D26692,P1034,22200.0
D9981,P193,22250.0
D26694,P1629,22300.0
D26695,P274,22300.0
D26337,P1805,22300.0
D19061,P39,22300.0
D26696,P1669,22300.0
D12601,P193,22387.0
D6393,P193,22387.0
D10206,P1517,22387.0
D18587,P502,22387.0
D26697,P2065,22400.0
D26698,P485,22400.0
D26699,P1691,22400.0
D26700,P2,22442.0
D26700,P2,22442.0
D16441,P519,22500.0
D26601,P3,22570.0
D26701,P392,22600.0
D26702,P691,22600.0
D24652,P28,22600.0
D26703,P1100,22700.0
D26097,P777,22700.0
D26704,P1715,22700.0
D26705,P430,22800.0
D26706,P430,22800.0
D16299,P268,22800.0
D26707,P41,22800.0
D26708,P1074,22800.0
D26707,P41,22800.0
D23985,P1948,22900.0
D898,P105,22900.0
D26709,P1074,22900.0
D26710,P1691,22900.0
D21786,P247,22900.0
D26711,P26,22909.0
D26711,P26,22909.0
D26712,P797,23000.0
D26713,P797,23000.0
D26712,P346,23000.0
D26714,P1798,23000.0
D26715,P256,23000.0
D10169,P1676,23000.0
D20580,P1836,23000.0
D26716,P1831,23000.0
D26717,P138,23000.0
D26718,P1683,23000.0
D26279,P205,23000.0
D23314,P1503,23000.0
D26719,P2036,23000.0
D26720,P149,23000.0
D26721,P2066,23000.0
D26026,P1655,23000.0
D24398,P421,23000.0
D26722,P582,23000.0
D20072,P1637,23000.0
D15835,P1166,23000.0
D26723,P1997,23000.0
D17898,P666,23000.0
D26724,P346,23000.0
D26725,P266,23000.0
D24836,P3,23000.0
D26726,P1655,23000.0
D520,P196,23000.0
D520,P563,23000.0
D26727,P1746,23000.0
D2702,P263,23000.0
D974,P454,23000.0
D26185,P485,23000.0
D26728,P1852,23000.0
D26729,P1826,23000.0
D898,P105,23000.0
D2702,P263,23000.0
D24764,P233,23000.0
D26582,P1640,23000.0
D26730,P2067,23000.0
D26731,P196,23000.0
D26732,P813,23000.0
D26733,P848,23000.0
D25132,P135,23000.0
D26734,P917,23000.0
D2637,P137,23000.0
D4499,P1517,23016.0
D7224,P336,23024.0
D23755,P1259,23090.0
D26647,P104,23100.0
D26735,P1149,23100.0
D26736,P1074,23100.0
D26737,P374,23190.0
D24101,P2045,23200.0
D26738,P1683,23200.0
D26739,P1136,23270.0
D26740,P1653,23300.0
D26741,P1629,23300.0
D26742,P1683,23300.0
D24886,P1637,23300.0
D23443,P135,23400.0
D6041,P193,23400.0
D6866,P193,23442.0
D6041,P193,23442.0
D6866,P193,23442.0
D26743,P26,23442.0
D2521,P193,23442.0
D17319,P366,23442.0
D26744,P1683,23500.0
D26089,P1805,23500.0
D26186,P233,23500.0
D26106,P1429,23500.0
D26344,P1805,23600.0
D26745,P1613,23700.0
D26746,P1832,23700.0
D24193,P1703,23700.0
D26747,P2068,23700.0
D26748,P1715,23700.0
D24052,P606,23800.0
D26749,P1075,23800.0
D26750,P1503,23800.0
D26751,P2069,23800.0
