DrugBank_ID,UniProt_ID,Kd(nM)
D3343,P23,30
D265,P266,30
D6122,P65,30
D6405,P291,30
D3303,P330,30
D850,P78,30
D850,P78,30
D3303,P481,30
D3303,P1248,30
D13470,P26,30
D265,P824,30
D265,P266,30
D265,P419,30
D6405,P291,30
D6122,P65,30
D621,P225,30
D13471,P727,30
D13472,P1010,30
D13473,P1010,30
D4966,P137,30
D13474,P1249,30
D13475,P267,30
D11586,P470,30
D13476,P421,30
D13331,P307,30
D13327,P307,30
D13326,P307,30
D13352,P307,30
D13350,P307,30
D13371,P307,30
D13370,P307,30
D13351,P307,30
D13477,P307,30
D13478,P307,30
D13349,P307,30
D13479,P307,30
D13480,P307,30
D13481,P307,30
D13360,P307,30
D13482,P326,30
D13483,P307,30
D13482,P307,30
D9931,P307,30
D10177,P307,30
D10180,P307,30
D10178,P307,30
D13361,P307,30
D13330,P307,30
D13484,P65,30
D13485,P89,30
D13486,P89,30
D13487,P302,30
D11492,P453,30
D13488,P1000,30
D13489,P44,30
D13490,P16,30
D13140,P453,30
D3517,P1250,30
D2511,P266,30
D3266,P266,30
D2733,P288,30
D331,P209,30
D331,P763,30
D7186,P173,30
D331,P747,30
D4959,P452,30
D13491,P1168,30
D13491,P1168,30
D13492,P226,30
D5834,P519,30
D13493,P367,30
D13144,P346,30
D13494,P322,30
D3248,P270,30
D13495,P203,30
D2733,P288,30
D11640,P105,30
D12197,P44,30
D13496,P771,30
D13210,P1241,30
D13497,P287,30
D13498,P257,30
D13499,P354,30
D85,P967,30
D348,P967,30
D114,P967,30
D68,P967,30
D12650,P1198,30
D13500,P777,30
D13501,P273,30
D13502,P197,30
D696,P263,30
D13503,P1169,30
D13504,P1169,30
D13505,P244,30
D13506,P879,30
D11640,P105,30
D13507,P917,30
D13508,P678,30
D2704,P30,30
D74,P967,30
D147,P32,30
D61,P34,30
D70,P34,30
D52,P105,30
D6648,P661,30
D5610,P510,30
D13509,P509,30
D6994,P1100,30
D11218,P64,30
D13510,P79,30
D13511,P64,30
D13512,P89,30
D13512,P89,30
D13513,P617,30
D10174,P307,30
D10173,P307,30
D13514,P190,30
D13515,P176,30
D13516,P176,30
D13517,P374,30
D13518,P77,30
D13519,P212,30
D13520,P275,30
D13521,P855,30
D13522,P1136,30
D13523,P954,30
D13524,P302,30
D877,P47,30
D7343,P544,30
D11817,P920,30
D13525,P302,30
D13485,P89,30
D13526,P826,30
D13527,P509,30
D13528,P82,30
D13529,P418,30
D13529,P418,30
D13530,P451,30.2
D13531,P147,30.2
D9105,P310,30.2
D13532,P465,30.3
D13533,P465,30.5
D13534,P465,30.6
D13535,P465,30.7
D13536,P465,30.7
D13537,P378,30.9
D13538,P465,30.9
D13539,P239,30.9
D13540,P239,30.9
D12777,P47,31
D6355,P358,31
D6122,P501,31
D4484,P398,31
D227,P333,31
D13541,P817,31
D5776,P672,31
D13542,P55,31
D13541,P817,31
D13543,P80,31
D13544,P450,31
D13545,P200,31
D5673,P263,31
D5915,P263,31
D13546,P35,31
D13547,P35,31
D13548,P725,31
D13549,P346,31
D13550,P346,31
D13551,P346,31
D13552,P346,31
D13553,P35,31
D13554,P35,31
D13555,P35,31
D13556,P35,31
D13557,P346,31
D13558,P346,31
D13559,P346,31
D13560,P555,31
D13561,P555,31
D13562,P346,31
D13563,P346,31
D13564,P275,31
D13565,P556,31
D8395,P378,31
D12883,P452,31
D294,P92,31
D13566,P20,31
D13567,P867,31
D13568,P1157,31
D265,P672,31
D13569,P438,31
D3516,P65,31
D2733,P78,31
D2511,P1063,31
D4403,P78,31
D265,P1081,31
D2733,P78,31
D3403,P309,31
D3403,P488,31
D2711,P175,31
D6122,P291,31
D8056,P333,31
D6074,P649,31
D13339,P307,31
D13570,P1251,31
D11154,P930,31
D5951,P594,31
D13571,P361,31
D13572,P1251,31
D621,P990,31
D6122,P291,31
D6122,P501,31
D13573,P1252,31
D3355,P308,31
D8421,P63,31
D4484,P398,31
D6704,P266,31
D6710,P1096,31
D3266,P466,31
D6710,P263,31
D227,P333,31
D4835,P504,31
D3627,P770,31
D6122,P501,31
D331,P796,31
D701,P1071,31
D3517,P811,31
D621,P990,31
D6355,P358,31
D13574,P237,31
D13575,P71,31
D13575,P71,31
D12637,P91,31
D12190,P295,31
D13576,P401,31
D4484,P398,31
D227,P333,31
D6122,P501,31
D6355,P358,31
D13577,P354,31
D6122,P291,31
D13284,P771,31
D13285,P135,31
D13578,P135,31
D9189,P771,31
D103,P11,31
D7418,P105,31
D552,P967,31
D13579,P35,31
D553,P48,31
D6276,P31,31
D6710,P263,31
D13580,P573,31
D13581,P628,31
D13582,P1169,31
D9735,P887,31
D146,P16,31
D88,P44,31
D1119,P31,31
D72,P44,31
D552,P967,31
D4412,P38,31
D2685,P46,31
D53,P48,31
D130,P44,31
D13583,P35,31
D8043,P650,31
D11227,P355,31
D13584,P72,31
D13585,P72,31
D13584,P72,31
D13585,P72,31
D13586,P89,31
D13586,P89,31
D11227,P355,31
D11227,P355,31
D6016,P1134,31
D13587,P1093,31
D11227,P355,31
D13588,P246,31
D9400,P272,31
D6122,P501,31
D13589,P116,31
D13590,P177,31
D13591,P275,31
D13592,P332,31
D13593,P332,31
D13594,P919,31
D13594,P919,31
D7626,P28,31
D13595,P1253,31
D13596,P89,31.1
D13597,P143,31.1
D13598,P465,31.2
D6266,P159,31.2
D6016,P1134,31.2
D13599,P451,31.3
D13600,P2,31.3
D13600,P2,31.3
D13601,P303,31.3
D13602,P465,31.4
D7006,P821,31.62
D7007,P821,31.62
D13603,P147,31.62
D8529,P798,31.62
D864,P113,31.62
D13604,P118,31.62
D13605,P2,31.7
D13605,P2,31.7
D13606,P451,31.8
D13607,P465,31.9
D13608,P231,32
D253,P309,32
D253,P1202,32
D10143,P489,32
D2651,P1125,32
D7125,P501,32
D9515,P536,32
D11427,P736,32
D5776,P1017,32
D13034,P879,32
D13609,P80,32
D13610,P450,32
D7502,P450,32
D13611,P450,32
D13612,P218,32
D13613,P218,32
D13614,P35,32
D13615,P273,32
D9767,P262,32
D13616,P35,32
D13617,P35,32
D13618,P35,32
D13619,P35,32
D13620,P797,32
D13621,P726,32
D13622,P726,32
D13623,P35,32
D13624,P556,32
D13607,P432,32
D13607,P432,32
D13625,P10,32
D19,P10,32
D1131,P1254,32
D13626,P1254,32
D3303,P325,32
D3303,P1255,32
D3303,P1255,32
D3403,P345,32
D3266,P550,32
D265,P639,32
D265,P309,32
D265,P82,32
D3303,P325,32
D4355,P175,32
D12298,P175,32
D265,P639,32
D265,P309,32
D265,P82,32
D65,P11,32
D2502,P48,32
D5602,P505,32
D13627,P20,32
D13348,P307,32
D12597,P28,32
D12306,P1166,32
D13628,P25,32
D9291,P63,32
D5728,P297,32
D7478,P1256,32
D4403,P243,32
D701,P984,32
D3627,P650,32
D2651,P1125,32
D331,P548,32
D13629,P35,32
D13630,P1160,32
D13631,P576,32
D13632,P576,32
D13633,P203,32
D13634,P401,32
D2651,P1125,32
D12637,P81,32
D10143,P489,32
D520,P901,32
D13635,P877,32
D12637,P81,32
D13636,P512,32
D13637,P534,32
D13638,P157,32
D13639,P1198,32
D13640,P35,32
D86,P105,32
D9455,P470,32
D13641,P73,32
D13642,P23,32
D13643,P628,32
D13644,P273,32
D230,P44,32
D76,P38,32
D6648,P947,32
D13645,P509,32
D13646,P56,32
D13647,P532,32
D13648,P209,32
D13649,P209,32
D13650,P72,32
D13650,P72,32
D13651,P65,32
D13652,P312,32
D13158,P1174,32
D13653,P739,32
D5993,P398,32
D282,P76,32
D11538,P271,32
D13654,P302,32
D13655,P423,32
D13656,P954,32
D13657,P421,32
D13658,P221,32.2
D13659,P310,32.36
D13659,P310,32.36
D13660,P378,32.4
D13661,P465,32.4
D13662,P451,32.5
D13663,P465,32.6
D13664,P465,32.6
D13665,P378,32.7
D13666,P465,32.9
D11248,P366,32.95
D460,P822,33
D253,P391,33
D253,P902,33
D227,P1257,33
D13667,P1009,33
D13668,P1031,33
D13669,P80,33
D12253,P80,33
D6127,P80,33
D9763,P450,33
D13670,P450,33
D409,P105,33
D5913,P263,33
D13671,P35,33
D7028,P137,33
D7028,P137,33
D13672,P35,33
D13673,P35,33
D13674,P35,33
D12143,P35,33
D13675,P797,33
D13676,P89,33
D13677,P35,33
D13678,P346,33
D13679,P556,33
D9555,P378,33
D13465,P638,33
D13680,P130,33
D13680,P130,33
D13681,P933,33
D460,P473,33
D13307,P20,33
D13682,P143,33
D13683,P19,33
D11486,P24,33
D265,P391,33
D6405,P291,33
D3517,P873,33
D265,P902,33
D2511,P78,33
D8056,P78,33
D2711,P175,33
D265,P391,33
D265,P902,33
D13684,P855,33
D2502,P967,33
D6122,P225,33
D8056,P729,33
D13685,P172,33
D460,P473,33
D13481,P326,33
D13355,P307,33
D11154,P405,33
D409,P48,33
D1068,P48,33
D332,P32,33
D98,P11,33
D13686,P48,33
D9292,P721,33
D3266,P85,33
D3517,P563,33
D3266,P350,33
D4373,P128,33
D227,P1257,33
D460,P473,33
D5729,P473,33
D6711,P446,33
D621,P820,33
D7186,P1014,33
D331,P408,33
D13687,P176,33
D13688,P807,33
D13689,P346,33
D13690,P401,33
D13652,P312,33
D460,P473,33
D227,P1257,33
D11639,P105,33
D12736,P44,33
D11641,P105,33
D13691,P44,33
D13692,P20,33
D13693,P1074,33
D13694,P405,33
D127,P30,33
D352,P34,33
D1119,P16,33
D127,P11,33
D13695,P1198,33
D491,P38,33
D13696,P374,33
D13697,P374,33
D12320,P470,33
D974,P402,33
D13698,P628,33
D13699,P1258,33
D13700,P1259,33
D11639,P105,33
D4539,P46,33
D11641,P105,33
D12736,P44,33
D7888,P48,33
D13691,P44,33
D13701,P135,33
D323,P967,33
D44,P16,33
D78,P44,33
D44,P48,33
D62,P38,33
D75,P48,33
D165,P32,33
D1119,P16,33
D51,P48,33
D132,P38,33
D59,P38,33
D130,P38,33
D353,P38,33
D52,P31,33
D428,P38,33
D352,P34,33
D62,P967,33
D91,P105,33
D350,P32,33
D5610,P504,33
D13702,P1238,33
D3291,P1260,33
D13703,P986,33
D13704,P123,33
D13705,P1261,33
D13706,P914,33
D323,P967,33
D13707,P41,33
D13708,P1093,33
D4583,P326,33
D12336,P515,33
D13709,P928,33
D13710,P772,33
D13711,P91,33
D13712,P91,33
D13713,P1262,33
D13714,P13,33
D11949,P915,33
D13715,P465,33.1
D6253,P310,33.11
D13667,P100,33.2
D7792,P48,33.3
D9121,P48,33.3
D13716,P378,33.4
D13717,P89,33.4
D13718,P465,33.4
D13719,P465,33.4
D13720,P465,33.6
D13721,P89,33.8
D13722,P2,33.8
D13722,P2,33.8
D13723,P465,33.9
D8056,P885,34
D2733,P345,34
D2651,P661,34
D13724,P63,34
D13725,P736,34
D13726,P736,34
D13727,P1078,34
D13728,P536,34
D5776,P1263,34
D13729,P1031,34
D13724,P63,34
D8028,P80,34
D13730,P450,34
D10191,P450,34
D10198,P1032,34
D12256,P1226,34
D10204,P1226,34
D6317,P263,34
D9764,P263,34
D13731,P35,34
D13732,P346,34
D13733,P346,34
D13734,P35,34
D13735,P35,34
D13736,P35,34
D13737,P35,34
D13738,P35,34
D13739,P726,34
D13740,P726,34
D13741,P35,34
D13742,P35,34
D13743,P346,34
D13744,P346,34
D13745,P465,34
D13746,P555,34
D13747,P378,34
D13748,P378,34
D13749,P121,34
D13750,P1022,34
D13200,P799,34
D7140,P291,34
D3403,P944,34
D2733,P78,34
D8056,P291,34
D3517,P65,34
D8056,P488,34
D13751,P417,34
D13752,P406,34
D13753,P1212,34
D13754,P307,34
D13729,P307,34
D13755,P20,34
D13756,P135,34
D4998,P197,34
D3266,P518,34
D5728,P847,34
D3266,P826,34
D3517,P920,34
D2733,P345,34
D2651,P661,34
D6711,P634,34
D8056,P488,34
D4835,P170,34
D8423,P913,34
D13757,P576,34
D7980,P71,34
D13758,P807,34
D13759,P401,34
D2651,P661,34
D2733,P345,34
D3150,P402,34
D13760,P771,34
D12199,P135,34
D7485,P883,34
D5975,P642,34
D13761,P628,34
D13762,P244,34
D13763,P1264,34
D5569,P31,34
D3482,P38,34
D13764,P193,34
D5610,P684,34
D11933,P1134,34
D11933,P1207,34
D11933,P1207,34
D11933,P1134,34
D13765,P874,34
D13766,P197,34
D13012,P355,34
D13767,P1265,34
D13768,P1063,34
D13069,P1034,34
D8091,P1034,34
D9372,P247,34
D4998,P470,34
D13769,P302,34
D13770,P197,34
D13771,P247,34
D12652,P275,34
D12652,P275,34
D13772,P896,34
D12446,P826,34
D8091,P470,34
D13773,P813,34
D13774,P451,34.1
D13775,P378,34.2
D13776,P451,34.2
D13777,P121,34.2
D13778,P451,34.3
D13779,P465,34.3
D13780,P89,34.5
D13780,P89,34.5
D13781,P641,34.5
D7194,P985,34.5
D13782,P2,34.8
D13782,P2,34.8
D7942,P224,34.9
D13783,P451,34.9
D253,P901,35
D2733,P78,35
D4484,P78,35
D7920,P806,35
D621,P1023,35
D9944,P25,35
D9127,P1266,35
D13784,P196,35
D13785,P450,35
D10206,P263,35
D5915,P263,35
D13786,P65,35
D8326,P291,35
D13787,P725,35
D9524,P797,35
D13788,P346,35
D13789,P35,35
D13790,P35,35
D13791,P35,35
D13792,P35,35
D13793,P35,35
D13794,P35,35
D13795,P346,35
D13796,P555,35
D13797,P346,35
D13798,P346,35
D13799,P346,35
D13800,P174,35
D13801,P174,35
D13802,P174,35
D13803,P556,35
D13804,P130,35
D13805,P526,35
D13200,P800,35
D13806,P176,35
D13807,P176,35
D13808,P176,35
D13809,P1157,35
D621,P672,35
D12722,P599,35
D13277,P24,35
D36,P21,35
D13810,P1267,35
D3303,P195,35
D3303,P434,35
D3303,P85,35
D7846,P19,35
D3303,P85,35
D7186,P488,35
D3303,P195,35
D3403,P752,35
D3627,P291,35
D3303,P291,35
D4477,P81,35
D265,P901,35
D3303,P481,35
D1131,P22,35
D331,P209,35
D3303,P434,35
D7186,P488,35
D5728,P599,35
D2699,P710,35
D13811,P163,35
D2733,P78,35
D265,P901,35
D4484,P78,35
D13812,P884,35
D13813,P417,35
D12814,P232,35
D13814,P307,35
D13815,P20,35
D12889,P645,35
D12890,P270,35
D621,P1023,35
D13816,P322,35
D3266,P342,35
D3627,P945,35
D8422,P291,35
D621,P1023,35
D7920,P806,35
D2699,P770,35
D3627,P484,35
D13143,P638,35
D6286,P13,35
D13817,P692,35
D621,P672,35
D621,P1023,35
D7920,P806,35
D4521,P895,35
D13811,P163,35
D13818,P355,35
D13819,P287,35
D13820,P257,35
D13821,P405,35
D1119,P31,35
D86,P16,35
D13822,P1268,35
D13823,P374,35
D13824,P374,35
D13825,P302,35
D13826,P793,35
D13827,P266,35
D9458,P887,35
D13828,P123,35
D57,P16,35
D5569,P48,35
D353,P34,35
D105,P105,35
D5610,P329,35
D5610,P73,35
D13829,P292,35
D13825,P302,35
D13830,P41,35
D331,P209,35
D13831,P11,35
D12210,P355,35
D11671,P591,35
D13832,P1216,35
D13833,P877,35
D4998,P197,35
D9372,P515,35
D4413,P744,35
D13834,P423,35
D13835,P898,35
D621,P599,35
D13836,P1269,35
D13837,P421,35
D4929,P82,35
D13838,P138,35
D3293,P164,35
D13839,P197,35
D8544,P915,35
D8544,P915,35
D13840,P465,35.2
D3621,P209,35.3
D13841,P172,35.3
D3621,P209,35.3
D13842,P89,35.4
D13843,P147,35.48
D13844,P465,35.5
D13845,P465,35.7
D13846,P452,35.8
D13847,P465,35.8
D13848,P121,35.8
D12050,P25,36
D9512,P20,36
D6222,P252,36
D10169,P209,36
D253,P43,36
D9224,P362,36
D13849,P452,36
D11424,P536,36
D13850,P736,36
D13851,P736,36
D13852,P536,36
D13096,P536,36
D5776,P244,36
D13853,P196,36
D13854,P346,36
D13855,P1127,36
D4539,P32,36
D12600,P1033,36
D12600,P1033,36
D13856,P35,36
D13857,P35,36
D13858,P35,36
D13859,P1155,36
D13860,P378,36
D13485,P89,36
D13485,P89,36
D13485,P89,36
D13861,P346,36
D13862,P556,36
D13863,P121,36
D7855,P24,36
D13864,P23,36
D13804,P130,36
D9512,P20,36
D7976,P295,36
D7976,P295,36
D13865,P44,36
D13866,P113,36
D13867,P143,36
D13864,P23,36
D13868,P176,36
D13869,P104,36
D12047,P24,36
D13870,P438,36
D13871,P47,36
D3303,P1270,36
D6596,P362,36
D8407,P23,36
D7186,P78,36
D701,P291,36
D3516,P78,36
D3403,P1128,36
D265,P78,36
D3303,P1270,36
D3403,P998,36
D7186,P78,36
D6596,P362,36
D701,P78,36
D8422,P291,36
D5729,P78,36
D2699,P608,36
D3516,P78,36
D3691,P291,36
D9512,P20,36
D3412,P175,36
D265,P43,36
D6596,P362,36
D10169,P209,36
D13872,P895,36
D13873,P1249,36
D13874,P406,36
D13875,P172,36
D857,P650,36
D13876,P143,36
D8399,P23,36
D12537,P16,36
D9885,P500,36
D3517,P729,36
D3266,P386,36
D3266,P137,36
D7186,P674,36
D6222,P252,36
D5729,P489,36
D13877,P280,36
D7608,P215,36
D13878,P807,36
D13879,P807,36
D12897,P163,36
D12825,P214,36
D6222,P252,36
D13880,P1271,36
D11180,P35,36
D6194,P244,36
D9820,P35,36
D12088,P382,36
D13881,P257,36
D13882,P1074,36
D4539,P32,36
D297,P46,36
D7418,P46,36
D3267,P46,36
D13859,P470,36
D13883,P813,36
D13884,P374,36
D13885,P244,36
D7888,P16,36
D4539,P32,36
D164,P48,36
D2532,P44,36
D89,P44,36
D493,P32,36
D75,P16,36
D429,P34,36
D5610,P728,36
D6648,P1148,36
D5612,P718,36
D11671,P592,36
D13886,P1261,36
D13887,P1272,36
D13888,P41,36
D13889,P302,36
D6194,P244,36
D13890,P302,36
D13891,P1088,36
D13892,P1094,36.31
D12716,P798,36.31
D13893,P1176,36.4
D5569,P48,36.5
D13894,P378,36.8
D6994,P430,36.8
D13601,P303,36.9
D13601,P303,36.9
D6122,P173,37
D2651,P885,37
D7920,P1124,37
D253,P978,37
D6355,P138,37
D13315,P536,37
D11852,P736,37
D13895,P736,37
D13896,P80,37
D9354,P80,37
D13897,P450,37
D10158,P35,37
D467,P472,37
D13898,P725,37
D467,P472,37
D13899,P346,37
D13900,P346,37
D13901,P35,37
D13902,P35,37
D13903,P35,37
D13904,P35,37
D13905,P35,37
D13906,P346,37
D13907,P346,37
D13908,P346,37
D13909,P346,37
D13910,P556,37
D13911,P556,37
D7283,P378,37
D9203,P742,37
D12088,P382,37
D13912,P1265,37
D11163,P62,37
D265,P978,37
D2651,P488,37
D265,P78,37
D701,P78,37
D3403,P931,37
D3403,P386,37
D3403,P78,37
D265,P540,37
D265,P1080,37
D3403,P81,37
D13913,P163,37
D265,P978,37
D265,P540,37
D2502,P16,37
D13914,P406,37
D1116,P197,37
D13915,P276,37
D13916,P143,37
D409,P105,37
D409,P11,37
D13917,P591,37
D13918,P76,37
D13138,P82,37
D1116,P197,37
D6122,P173,37
D11908,P137,37
D13919,P256,37
D7412,P721,37
D5729,P305,37
D2511,P252,37
D7920,P1124,37
D331,P705,37
D3517,P329,37
D6122,P173,37
D701,P661,37
D3266,P806,37
D331,P993,37
D3615,P329,37
D6355,P138,37
D13920,P487,37
D13921,P35,37
D4805,P1160,37
D13922,P576,37
D13923,P176,37
D13924,P1273,37
D12439,P197,37
D7920,P1124,37
D6122,P173,37
D6355,P138,37
D2651,P488,37
D13925,P877,37
D13926,P35,37
D98,P48,37
D11639,P44,37
D13002,P44,37
D13760,P135,37
D1116,P197,37
D13927,P1087,37
D2502,P16,37
D13928,P309,37
D196,P105,37
D352,P967,37
D6276,P32,37
D972,P38,37
D12439,P197,37
D72,P967,37
D352,P967,37
D72,P34,37
D6648,P409,37
D11933,P919,37
D13929,P56,37
D13915,P276,37
D3685,P137,37
D6652,P312,37
D1116,P197,37
D13930,P874,37
D5618,P28,37
D13931,P1208,37
D12916,P41,37
D13932,P719,37
D13933,P914,37
D8433,P914,37
D12917,P677,37
D13934,P41,37
D13935,P987,37
D13936,P302,37
D13161,P421,37
D13937,P346,37
D13938,P346,37
D1116,P197,37
D13712,P91,37
D13836,P1269,37
D13939,P77,37
D10138,P964,37
D13657,P197,37
D13940,P82,37
D9362,P798,37.15
D13941,P378,37.4
D13942,P465,37.4
D13943,P378,37.6
D13944,P123,37.8
D13945,P89,37.9
D13946,P721,38
D7140,P398,38
D7302,P73,38
D621,P1165,38
D13947,P57,38
D13947,P57,38
D13948,P932,38
D13949,P35,38
D13950,P35,38
D13951,P35,38
D13952,P725,38
D13953,P725,38
D13954,P797,38
D13955,P35,38
D13956,P465,38
D13957,P465,38
D13956,P432,38
D13956,P432,38
D13958,P119,38
D265,P78,38
D12722,P355,38
D11772,P23,38
D3303,P752,38
D850,P78,38
D3403,P251,38
D1046,P291,38
D2749,P291,38
D265,P291,38
D3303,P752,38
D331,P209,38
D265,P291,38
D5569,P44,38
D621,P297,38
D13959,P1212,38
D13960,P276,38
D237,P11,38
D13961,P260,38
D621,P1165,38
D11163,P63,38
D4373,P537,38
D7302,P73,38
D7140,P398,38
D5728,P391,38
D3266,P233,38
D621,P1165,38
D13962,P1168,38
D13963,P1168,38
D13963,P1168,38
D13962,P1168,38
D13964,P315,38
D13965,P991,38
D13966,P176,38
D13967,P567,38
D12546,P354,38
D13968,P354,38
D621,P297,38
D7302,P73,38
D9816,P398,38
D7140,P398,38
D7302,P73,38
D621,P1165,38
D13210,P1241,38
D9601,P175,38
D13969,P177,38
D5569,P44,38
D127,P967,38
D13970,P35,38
D5569,P44,38
D13971,P628,38
D13972,P244,38
D13973,P244,38
D7333,P29,38
D13974,P879,38
D7888,P48,38
D13975,P1274,38
D137,P11,38
D167,P31,38
D5610,P763,38
D13976,P1197,38
D13977,P1275,38
D5714,P176,38
D5714,P176,38
D13978,P89,38
D13978,P89,38
D6097,P243,38
D6097,P243,38
D13979,P814,38
D13980,P116,38
D13981,P914,38
D13982,P892,38
D9831,P278,38
D11391,P271,38
D13771,P515,38
D13983,P928,38
D7493,P292,38
D3293,P138,38
D13984,P239,38.02
D13985,P694,38.1
D13986,P465,38.2
D11412,P985,38.2
D7633,P48,38.4
D13987,P465,38.4
D13988,P465,38.4
D13989,P65,38.4
D13990,P465,38.5
D13991,P451,38.7
D12975,P256,38.7
D11334,P798,38.9
D621,P1158,39
D13992,P221,39
D13993,P63,39
D12357,P736,39
D13993,P63,39
D7551,P450,39
D13994,P35,39
D13995,P346,39
D11737,P262,39
D13996,P35,39
D13997,P35,39
D13998,P35,39
D13999,P35,39
D14000,P35,39
D14001,P89,39
D14002,P346,39
D14003,P555,39
D14004,P346,39
D14005,P275,39
D14006,P275,39
D14007,P465,39
D14008,P556,39
D14009,P556,39
D14010,P556,39
D14011,P143,39
D12717,P800,39
D14012,P176,39
D3303,P493,39
D14013,P62,39
D3517,P78,39
D3517,P875,39
D6596,P829,39
D3265,P1276,39
D3303,P493,39
D6122,P488,39
D4835,P291,39
D2699,P78,39
D6596,P829,39
D7920,P355,39
D621,P229,39
D14014,P307,39
D621,P1158,39
D14015,P382,39
D5830,P193,39
D3266,P608,39
D5728,P747,39
D4835,P446,39
D7186,P137,39
D621,P1158,39
D2511,P752,39
D14016,P1277,39
D14017,P244,39
D621,P229,39
D621,P1158,39
D6194,P234,39
D2629,P895,39
D11901,P63,39
D14018,P195,39
D554,P34,39
D6365,P105,39
D14019,P374,39
D14020,P374,39
D14021,P524,39
D13216,P848,39
D14022,P1278,39
D14023,P1131,39
D71,P34,39
D554,P34,39
D53,P38,39
D13976,P1197,39
D14024,P1238,39
D13993,P63,39
D6016,P919,39
D13961,P285,39
D446,P76,39
D5608,P1026,39
D14025,P928,39
D14026,P1136,39
D14027,P1136,39
D14028,P292,39
D6194,P234,39
D10109,P155,39
D7644,P41,39
D13837,P421,39
D13657,P470,39
D14029,P418,39
D14030,P1136,39
D11239,P164,39
D14031,P465,39.1
D14032,P89,39.3
D14033,P194,39.3
D14034,P465,39.4
D4998,P58,39.5
D14035,P465,39.5
D14036,P378,39.6
D14037,P465,39.8
D14038,P121,39.8
D14038,P121,39.8
D9166,P217,39.81
D11561,P821,39.81
D14039,P364,39.81
D14040,P147,39.81
D19,P310,39.81
D12037,P310,39.81
D11134,P310,39.81
D14041,P310,39.81
D14042,P239,39.81
D4397,P113,39.81
D4484,P546,40
D227,P1279,40
D460,P905,40
D47,P445,40
D317,P377,40
D37,P20,40
D9224,P258,40
D4484,P266,40
D253,P464,40
D14043,P1280,40
D11581,P645,40
D14044,P63,40
D14045,P1281,40
D14046,P536,40
D14047,P307,40
D14048,P307,40
D14049,P307,40
D14050,P1031,40
D14014,P1031,40
D14051,P1031,40
D14052,P1031,40
D14053,P1031,40
D14054,P326,40
D10186,P1032,40
D14055,P119,40
D14056,P63,40
D14057,P80,40
D11280,P80,40
D14058,P307,40
D14059,P307,40
D8167,P48,40
D8170,P48,40
D12256,P1234,40
D6449,P263,40
D13814,P307,40
D13814,P307,40
D14060,P35,40
D14061,P35,40
D14062,P35,40
D14063,P35,40
D14064,P35,40
D14065,P555,40
D13814,P307,40
D14066,P307,40
D9133,P742,40
D16,P10,40
D14067,P10,40
D14068,P10,40
D14069,P10,40
